,r,vobs
435,577.536905966,1932.1
436,579.38390671,1525.7
437,1351.39365572,1342.7
438,1045.64357245,983.4
440,1078.63725166,1159.3
441,861.664191678,1541.4
443,1493.5294905,1054.6
444,1486.93740782,756.1
445,1544.29036939,1045.7
446,846.811804394,984.1
447,1057.15660046,1185.9
448,995.366207214,918.6
449,2141.52225063,1280.6
450,1006.29565194,178.9
451,1492.16409818,918.1
452,556.486496134,1335.6
453,3172.15241844,1315.9
454,535.325799603,4.7
455,1201.77356598,1373.5
456,549.554334435,1443.4
457,1767.45209411,842.2
459,1283.62142006,1077.8
460,959.234495513,1248.6
461,1222.66368832,1207.6
463,1289.32189071,1291.2
464,614.429876497,1118.9
465,1594.04183092,1525.6
466,1059.53881273,1559.7
467,1330.08810247,1051.6
469,1255.69051502,649.0
470,1074.60842046,1851.6
472,1179.96992432,1304.5
473,622.854814131,2117.2
474,522.858529365,733.1
476,553.173922833,1474.6
477,1859.08501319,1579.3
478,1486.45029024,1138.0
479,1045.44144203,481.2
480,1056.16077745,-3.6
482,1802.33408295,906.7
483,1945.5261241,1051.3
485,1526.95740365,888.6
486,1461.00405281,1163.7
487,1508.63788864,1000.0
488,1483.28741219,456.2
489,1744.96411105,902.4
490,460.34368964,-438.3
491,1446.30196388,1426.4
493,1733.57468031,1138.7
494,608.701979281,726.1
495,1464.89471734,925.6
497,2506.1025831,1452.8
498,467.241996744,550.7
499,459.967690968,583.9
500,1376.46233625,1226.0
501,1291.57422016,1127.8
502,441.784767143,2302.1
503,1275.97719189,1637.8
505,1454.36277334,460.4
506,529.115489869,2096.9
507,1163.15274803,1362.6
508,746.349934166,1270.5
509,1477.5828409,1277.5
510,1587.78787392,704.6
511,479.692609516,1664.0
512,1440.85364179,1509.6
513,1743.71912619,1570.7
514,2203.33110033,1211.8
515,2385.82434778,954.7
518,1611.59205025,653.8
519,1067.22156684,1245.9
520,1728.07238673,1066.8
522,1097.11290658,1060.7
523,2440.16925709,917.9
525,1384.94945546,1274.8
526,711.825131337,1191.8
527,973.703605855,955.1
528,1607.20031329,695.8
529,1536.49673711,1057.6
530,436.90349806,949.0
531,850.297483997,793.4
532,1330.63175836,1215.4
534,1359.07496548,781.1
535,404.207478226,1897.0
536,1341.42814331,1272.6
537,443.831493901,966.2
538,400.094191262,982.5
540,971.859410409,1398.2
542,1497.56868703,1445.2
543,2143.06458806,1263.1
544,405.667487209,-85.7
545,373.662914075,-308.1
546,408.363086654,121.3
547,605.029708117,639.9
548,1793.75357716,1126.5
549,1145.21874966,1782.2
550,403.160751893,1890.0
551,712.325266653,957.1
552,744.313177953,1421.9
553,1597.01599072,771.7
554,1154.08214381,1709.9
555,1584.18421959,1228.4
556,354.498032341,2425.9
557,462.932247681,-205.2
558,465.125282672,906.1
559,341.417709554,-102.2
560,414.273542052,-377.0
561,832.414016032,1545.9
563,993.369759093,1076.6
564,988.91426635,1072.1
565,398.675097284,-745.0
566,587.078805331,391.5
567,1272.14172304,1512.5
568,334.459087194,1703.3
569,574.668448504,1827.6
571,381.613772299,576.9
572,354.230944787,550.0
573,1403.80332924,1002.3
574,375.130819393,724.0
575,337.226730499,2569.1
576,768.218503312,487.8
577,394.67838829,-514.3
578,595.402891479,1110.7
579,1254.39671014,659.3
580,1768.67725754,1507.9
581,1313.62415988,1179.3
582,1596.58734205,1001.3
583,336.285141325,690.7
584,1396.03121091,961.8
585,684.996103478,1017.6
586,2393.98321756,1409.6
587,842.672858517,932.7
588,940.273240914,-107.7
589,1337.63091669,1133.2
590,336.41652852,1194.3
591,310.974905507,1423.6
592,334.506875598,1313.5
593,1067.48119469,1744.0
594,366.832630738,230.6
595,465.77717429,-92.4
596,339.310724507,-181.7
598,2284.1660594,798.3
600,1102.06261403,990.9
602,293.317312825,-689.1
603,1537.55658787,1541.7
606,547.747452425,1025.5
607,1149.97023809,2032.9
608,285.905859175,85.5
609,430.667733378,1237.4
610,295.79342196,1301.8
611,684.488551862,442.9
613,1197.1227651,1611.4
614,272.368468848,-282.0
615,1073.64254958,913.1
616,1567.36535208,703.4
617,464.29994116,554.6
618,972.687109539,1388.8
619,366.930594321,1305.5
620,1206.01255727,1451.7
621,262.305135173,1411.7
622,956.26980031,1263.5
623,1270.09673018,618.4
624,330.246244195,1030.0
625,777.359021231,867.2
626,340.079737742,1.8
627,310.033594205,2156.4
628,1632.64005523,1407.7
629,512.134097473,1275.7
631,412.908588366,-441.4
632,700.879270443,988.6
633,763.856843854,-52.6
635,696.390883216,1896.5
636,866.911840129,1554.2
637,250.218293229,838.8
639,1735.72898646,1120.2
640,1077.93834967,1412.6
641,247.569166474,37.4
643,811.676264729,486.1
644,960.691589134,1260.9
645,1478.91991816,1069.6
646,1273.08226139,1164.2
647,254.907925471,1900.7
649,1008.07589537,1727.7
650,1264.1860776,1804.6
651,1122.03495944,1442.6
652,1112.42904311,776.4
653,450.851215358,948.7
654,233.758253205,-182.0
655,221.0560162,-124.0
656,427.929628398,340.6
657,1857.82275232,647.7
658,435.315918139,2431.2
659,1632.80515088,1472.5
660,1917.09775587,1229.7
662,1268.82069348,937.3
663,826.558953655,1723.4
664,286.236413631,1385.3
665,929.840278285,1364.2
666,600.441493193,1306.7
667,1636.88625486,1055.0
668,981.933297644,856.3
669,201.85116427,1117.5
670,211.434328139,151.3
671,359.053805522,1416.0
672,266.755422642,9.5
673,310.452503139,1311.2
674,1146.8503693,619.5
676,208.362064935,2250.0
677,846.731868346,2387.6
678,2736.38187593,621.6
680,697.933870442,350.4
681,382.397016516,867.5
682,374.379325511,143.1
683,2657.337306,683.5
684,229.509934396,2305.5
685,954.318168788,49.7
686,183.979649545,1930.2
687,707.105817236,471.5
688,551.739981687,1450.6
689,568.864226716,1811.8
690,510.862640201,1777.4
691,220.461022685,673.2
693,2804.31638911,905.9
694,790.112423138,366.0
695,234.042623195,1460.7
696,1163.28498407,1100.3
697,276.642952016,1731.1
698,289.552112628,1786.1
699,330.119381963,140.9
700,1444.2341007,850.8
701,198.923030971,1732.9
702,1343.5871496,1513.3
703,995.582239452,544.0
704,831.505691564,786.9
705,1215.28729265,868.6
706,205.63151584,463.2
707,146.529683154,1875.0
708,721.755088406,1774.2
709,205.27798862,160.6
710,2796.1424336,595.5
711,182.841694549,12.0
712,1043.7073544,1977.4
714,786.370497937,1032.4
715,146.566504881,1416.5
716,143.013328801,992.4
718,457.489408968,-453.1
719,778.243081061,1088.3
721,1160.3073432,1397.2
722,1192.29975298,1528.7
723,198.007539109,2410.4
724,943.731665603,989.8
725,594.322947277,10.1
726,1194.25196056,862.4
727,632.509114374,750.4
728,95.7833001261,446.8
729,1087.22324628,1549.0
730,1697.43836932,1461.9
731,959.353417033,592.0
732,2193.19582605,1079.7
733,1142.64196789,1398.3
734,95.2491452776,7.4
736,1239.02813356,749.5
737,463.533642627,895.8
738,323.071112592,-358.6
740,418.499130373,-92.8
741,1175.76770433,883.0
743,1395.42413527,801.4
744,286.433301539,1497.8
745,2325.23751051,1307.8
746,92.8040905066,1122.7
747,525.059438672,1431.6
748,1381.26871033,679.7
749,142.375999502,484.8
750,719.260897451,1325.6
751,1320.49730931,1318.7
752,1710.79817543,922.1
754,1157.71923533,950.4
755,1432.50771029,967.3
756,297.872758014,2339.2
758,412.231879614,-551.0
759,115.890513365,-395.6
760,464.953845771,1518.5
761,1386.13857517,718.4
763,52.3712914265,1972.5
764,1041.61053425,621.0
765,1175.27632318,389.2
766,783.062698126,923.7
767,1136.77102808,1271.0
768,416.846231302,1850.2
769,54.5970105892,-420.3
771,481.764627744,322.6
772,866.895769725,2119.6
773,32.4723201923,1411.1
774,332.015036302,852.9
776,1954.41412239,867.2
777,744.034448277,-41.7
778,884.808214521,895.1
780,389.609953015,1260.5
781,63.3428442124,1254.8
782,1260.50889601,1569.0
783,77.7309701321,1315.8
784,236.266949889,78.5
785,14.557016981,1260.0
786,1059.38628172,986.8
787,1177.99549652,952.9
788,649.269118863,2531.8
789,904.151348635,1888.7
790,1229.1922566,1243.4
792,2840.21245235,1131.8
793,1567.42191991,1519.6
794,204.097315348,1530.4
795,211.547376017,1900.1
796,30.8493096724,1785.4
797,112.374859074,-351.2
798,81.0700654071,1851.6
799,228.248138867,1250.4
800,1297.79461941,1364.2
801,201.353385392,1839.6
802,195.997571095,1043.7
803,88.1769457152,776.9
805,402.813306784,634.2
806,1204.32697424,1482.5
810,109.935629847,1279.8
811,80.0629608606,859.8
812,73.5807150702,970.0
813,529.592306678,509.4
814,745.993536283,2084.7
815,997.737232464,1037.1
816,86.1745532395,374.6
817,122.676254559,1118.8
819,109.718957037,453.9
820,144.496206524,997.2
821,1161.96861329,1615.4
822,162.344539902,911.3
823,160.560841849,201.0
824,794.562293993,1600.2
825,302.125569434,511.2
826,117.799757749,1001.9
827,563.556944583,1310.1
828,1576.87038365,710.6
829,986.186104956,-133.1
830,304.556279474,1505.7
831,157.765122157,855.0
832,1783.18234902,1175.3
834,828.032353967,432.4
835,850.609976936,1164.9
836,1136.91464854,817.7
837,663.448021985,1777.8
838,3218.86210792,1191.9
839,1519.27164222,831.3
840,1855.01435115,883.3
842,610.270531772,1234.0
843,472.729045854,-212.2
844,959.898054918,1169.8
845,729.771038026,1294.6
846,511.155906486,1895.4
848,1215.88456756,1333.1
849,2544.83669857,1020.9
852,2395.50593942,730.3
853,2071.84489893,1245.9
854,1056.98715173,966.3
855,615.110551665,951.0
856,428.469069347,1964.8
857,305.812615415,132.7
858,799.155617364,1087.7
859,407.639866883,248.1
860,210.982739142,1987.3
862,1374.19439869,1176.1
863,214.988181927,-484.0
867,2282.7939167,912.1
868,996.880257355,1212.8
869,787.226438755,861.9
871,215.675713119,1145.9
872,3109.04514495,1306.7
873,1228.0482203,454.7
874,406.179424832,1159.5
875,779.043635786,335.6
876,229.265417847,1134.7
877,329.742751096,1647.0
880,511.576069256,461.5
883,1253.84787038,427.3
884,241.486512056,1494.8
886,234.473370487,2067.1
888,299.523759808,92.8
889,1016.55635545,457.7
893,290.581631766,986.8
895,763.000085463,1255.3
896,394.487229035,800.2
897,1013.84652148,1013.3
898,1581.47371871,1248.3
900,904.875423309,447.5
901,1402.28837937,588.2
903,1015.13238676,864.3
904,810.188479458,559.5
905,1482.00765615,1213.6
906,1489.13296345,743.9
907,3205.20970631,1176.3
908,1862.49170813,846.8
909,431.647242953,728.1
910,416.2433748,1784.0
911,584.594268347,1291.3
912,291.23584053,710.6
915,322.68719592,750.2
916,595.620573957,188.2
917,1629.09275588,1587.4
919,2498.33427319,1118.7
920,314.612921379,284.4
921,315.807769668,1177.9
922,797.713676915,757.0
923,326.128050303,814.4
924,2145.25059414,764.0
926,375.095577607,1331.5
927,502.356747593,82.3
928,1411.21752568,1046.2
929,1892.2353593,1361.5
930,733.279325761,2066.4
931,636.676657858,1452.6
932,1630.27455267,884.8
933,490.64720724,1436.8
934,508.029142307,765.5
935,529.717824685,867.3
936,473.018172738,2280.5
937,477.162876201,2230.8
938,1202.34310778,1497.4
940,629.037248448,43.9
941,1570.22299255,1006.0
942,504.715771943,649.6
943,2489.38830985,1453.4
945,748.680387678,531.5
946,2228.74004824,848.5
947,427.447012389,543.7
949,401.408342916,1747.7
951,640.268379147,340.8
952,2606.85938631,1210.2
953,1498.77155763,1609.5
954,1888.67107779,1171.7
955,689.74219116,304.7
956,573.351231054,-10.9
957,3258.35421768,903.3
958,428.412413545,447.7
959,679.367786067,-79.1
960,435.510958617,1465.6
962,1118.91153254,1527.5
963,1103.01317411,1050.9
964,472.356225502,1686.1
968,4054.11053453,1001.4
970,1912.93014607,1042.3
971,3151.6395892,1227.0
972,677.798825857,-162.9
975,767.912190392,1271.2
976,750.864087547,1176.4
977,582.032811274,649.2
978,529.579332509,1747.8
979,1450.42058488,1096.7
980,1283.77030831,1786.6
981,1979.43955486,1370.5
982,3008.17717036,1183.5
983,680.06470072,-158.9
984,2195.107802,780.3
985,727.067430723,192.8
986,1636.74420733,1489.4
987,874.779989997,1485.6
990,833.597157152,1246.2
992,1262.56173347,1669.4
994,621.240501288,1545.7
995,3474.15122781,1082.4
998,583.643575914,1373.1
1000,573.855243854,585.2
1001,1701.41758626,946.1
1002,681.146601974,1329.3
1003,974.71958276,1936.0
1004,670.859989082,1028.4
1006,2315.96469617,1390.2
1007,2903.11792994,1291.8
1008,983.048965124,676.7
1009,877.565316525,1379.2
1010,608.556243998,-229.1
1011,829.478437978,1979.3
1012,709.495866427,987.8
1015,1855.88870179,1121.7
1017,1587.08054902,976.4
1018,894.452373347,1982.8
1020,629.72331611,1578.5
1021,1618.33266696,939.8
1022,884.644389141,2018.7
1023,1139.45228478,1806.3
1024,2668.02209448,1329.3
1025,2297.13383227,753.4
1029,2183.51545281,743.7
1030,1022.18279011,-18.9
1031,671.944544826,1704.0
1032,731.759071081,630.8
1033,966.286115205,1414.6
1036,728.043355749,562.2
1037,929.297446041,34.7
1039,1956.43337811,479.6
1042,814.521246766,277.7
1044,707.64554135,967.3
1045,3317.22176442,1101.2
1046,2333.74953223,807.4
1047,751.018907239,1199.7
1048,781.059257582,1047.5
1049,1065.72250026,974.9
1050,816.347952918,111.7
1051,1032.6215905,1897.4
1052,2385.26988502,884.0
1054,745.577508608,1136.9
1055,1140.90171559,397.3
1056,750.542477444,91.6
1057,755.771253827,209.8
1058,742.181334894,-74.2
1059,2481.21190954,761.6
1060,887.160763765,1848.3
1061,1913.83323741,996.7
1062,1565.73797579,1219.3
1063,2840.43097976,1334.0
1064,775.526678312,1162.1
1066,3092.01725217,858.8
1068,2361.92675663,732.4
1069,3728.20672153,1116.6
1070,936.753396688,304.6
1071,2164.33926459,963.5
1072,810.917362107,1153.7
1073,930.780990221,232.6
1074,3226.42599267,1040.8
1075,2500.2763383,659.0
1076,1086.40055509,959.4
1077,2689.28260016,922.3
1078,784.599116387,1685.1
1079,822.286648058,1091.6
1080,2442.05120922,974.9
1081,792.331839448,1735.9
1082,908.884028728,1595.0
1083,2843.31801276,860.6
1084,1272.79988155,819.7
1085,815.836342448,1149.3
1087,1486.53690828,1287.6
1088,806.840759974,2010.6
1089,988.939209307,1190.6
1090,878.804883179,1082.5
1093,2515.54243706,873.6
1094,1936.4806609,1497.4
1095,951.843580055,201.4
1096,3342.83856418,1161.8
1097,898.314268826,1418.3
1098,855.262867266,1417.2
1099,3098.17314185,808.1
1100,864.664339897,1015.6
1101,1364.87633764,700.4
1102,1277.97619635,1774.7
1104,882.227954737,934.3
1105,954.128942138,1341.6
1106,2725.63776331,1362.0
1107,1404.62857592,1212.2
1108,880.192680949,1042.5
1110,2380.948332,1016.5
1111,896.536930659,512.5
1112,2636.7930691,1368.0
1113,924.804775161,1682.4
1114,872.14022792,987.0
1115,2487.81083051,815.1
1116,886.362010245,848.3
1117,2776.46598748,858.3
1118,2725.50169859,1077.0
1119,1887.75395841,1286.0
1121,3288.649756,1209.1
1122,941.680840252,477.5
1123,2966.46902305,983.8
1127,908.769282324,893.6
1128,1279.25046025,1272.9
1129,914.322705341,1720.2
1131,1416.49428102,983.8
1132,1008.51366917,1087.6
1133,1042.35377622,944.8
1135,1575.43604579,1299.7
1138,993.331922841,945.2
1140,1082.19593625,969.7
1141,2924.62368487,1247.2
1142,998.907097077,54.2
1143,1247.67883866,1295.9
1145,974.043198762,1547.2
1147,1435.25074917,1478.5
1149,1158.83971101,1145.3
1150,2925.68168279,965.8
1151,2622.3513727,805.0
1153,1313.78497355,861.3
1154,2773.1281542,963.6
1155,2701.08495745,1211.5
1157,1200.09421966,1310.4
1160,1216.39621583,1097.5
1161,1084.42926545,1090.7
1162,1078.4426739,1153.9
1163,1391.04370516,1585.4
1165,1164.73564431,1625.3
1166,2406.79511921,968.8
1167,2390.82796641,1042.1
1168,2329.65701869,1028.2
1170,1194.69215834,1179.6
1172,1542.52003461,1031.7
1173,1246.47707541,1168.9
1175,1358.92028836,1412.1
1176,1275.22007333,1513.5
1177,2674.63794278,753.0
1181,1434.01060851,1190.6
1182,1229.59590802,834.4
1183,2207.85830376,692.4
1184,1272.43383315,228.8
1186,2821.90612017,1162.6
1187,2906.60827806,741.1
1188,2256.81461599,646.6
1189,2146.01522736,509.9
1190,2975.01852257,1052.0
1191,1356.99637765,893.0
1192,1866.33686515,844.8
1193,1452.51231044,1662.8
1195,2380.34417967,691.7
1196,1581.35735262,1144.3
1197,3096.89184297,943.6
1198,1424.64468956,1593.3
1199,2373.73784756,1142.5
1200,1372.99363501,1496.6
1201,1377.19938025,1754.8
1202,1662.32550298,1125.4
1203,2830.27130395,950.5
1204,1427.83302754,1276.1
1205,4014.75536949,1123.9
1206,1417.56083462,1681.4
1208,1698.11139396,1306.2
1209,3176.91251973,862.2
1211,1473.43824852,861.4
1212,1539.48063748,1021.3
1213,3031.99204567,804.2
1215,2566.00578279,712.7
1216,3303.47399631,1125.4
1217,3148.19862339,898.9
1219,3240.3196044,884.3
1220,2667.22448083,919.7
1221,2651.89577883,781.0
1223,2365.3920716,917.1
1224,3995.89325435,1137.2
1225,1704.01996926,1497.4
1226,3653.68621714,907.3
1227,3440.17160515,1168.9
1229,3328.98755417,1176.6
1230,3149.41374342,841.5
1232,1573.711531,1113.9
1233,2180.64422323,1136.7
1235,2384.82873793,944.1
1236,3028.90894948,975.1
1238,1613.05716501,1391.2
1240,2011.35591228,1459.7
1247,3737.53721278,1110.4
1248,2700.84474246,870.5
1249,2763.43319072,725.8
1252,1692.61688037,441.1
1253,2014.93363496,1226.6
1255,2797.33838154,829.6
1261,3124.29646911,788.4
1263,3383.49271855,1111.0
1264,1894.07164782,908.0
1268,2307.35087222,981.5
1274,1934.54006487,1175.5
1276,4005.97854885,985.1
1277,3008.12312526,1128.6
1278,1911.67010256,1377.4
1280,3278.03994921,959.7
1287,3336.18289433,905.4
1288,3665.73342334,924.8
1294,2576.44588128,983.4
1295,3850.19687132,879.1
1296,3500.11779002,971.5
1301,2762.70315451,819.7
1302,2378.62715925,946.9
1303,2430.33617308,987.5
1316,3064.92455522,835.9
1320,3241.97947064,972.5
1321,2997.376614,973.9
